E1,E2,E3,E4,E5,E6
0.0,0.0,347.0,455.0,528.0,521.0
0.0,0.0,347.0,455.0,528.0,521.0
0.0,0.0,347.0,455.0,528.0,521.0
0.0,21.0,352.0,464.0,540.0,439.0
0.0,21.0,352.0,464.0,540.0,439.0
0.0,454.0,368.0,478.0,535.0,459.0
0.0,454.0,368.0,478.0,535.0,459.0
0.0,454.0,368.0,478.0,535.0,459.0
0.0,967.0,367.0,496.0,539.0,503.0
0.0,967.0,367.0,496.0,539.0,503.0
0.0,171.0,361.0,461.0,538.0,542.0
0.0,171.0,361.0,461.0,538.0,542.0
0.0,171.0,361.0,461.0,538.0,542.0
0.0,962.0,366.0,496.0,2047.0,507.0
0.0,962.0,366.0,496.0,2047.0,507.0
0.0,5.0,348.0,463.0,539.0,317.0
0.0,5.0,348.0,463.0,539.0,317.0
0.0,5.0,348.0,463.0,539.0,317.0
0.0,0.0,348.0,463.0,539.0,317.0
0.0,0.0,367.0,470.0,538.0,335.0
0.0,0.0,367.0,470.0,538.0,335.0
0.0,752.0,365.0,485.0,544.0,362.0
0.0,752.0,365.0,485.0,544.0,362.0
0.0,32.0,367.0,459.0,544.0,440.0
0.0,32.0,367.0,459.0,544.0,440.0
0.0,896.0,342.0,485.0,538.0,467.0
0.0,896.0,342.0,485.0,538.0,467.0
0.0,177.0,365.0,464.0,528.0,481.0
0.0,180.0,365.0,464.0,528.0,481.0
0.0,180.0,366.0,467.0,542.0,497.0
0.0,101.0,366.0,467.0,542.0,497.0
0.0,101.0,361.0,464.0,541.0,497.0
0.0,101.0,361.0,464.0,541.0,497.0
0.0,101.0,361.0,464.0,541.0,497.0
0.0,0.0,348.0,461.0,540.0,497.0
0.0,0.0,348.0,461.0,540.0,403.0
0.0,0.0,348.0,461.0,540.0,403.0
0.0,0.0,348.0,461.0,540.0,403.0
0.0,31.0,347.0,464.0,537.0,437.0
0.0,31.0,347.0,464.0,537.0,437.0
0.0,922.0,368.0,496.0,2047.0,473.0
0.0,0.0,368.0,496.0,2047.0,473.0
0.0,0.0,346.0,458.0,532.0,473.0
0.0,0.0,346.0,458.0,532.0,345.0
0.0,0.0,346.0,458.0,532.0,345.0
0.0,33.0,343.0,464.0,540.0,414.0
0.0,33.0,343.0,464.0,540.0,414.0
0.0,65.0,366.0,465.0,542.0,469.0
0.0,65.0,366.0,465.0,542.0,469.0
0.0,32.0,349.0,465.0,544.0,496.0
0.0,32.0,349.0,465.0,544.0,496.0
0.0,15.0,349.0,465.0,541.0,523.0
0.0,15.0,349.0,465.0,541.0,523.0
0.0,0.0,349.0,466.0,535.0,384.0
0.0,0.0,349.0,466.0,535.0,384.0
0.0,0.0,349.0,466.0,535.0,384.0
0.0,0.0,349.0,466.0,535.0,384.0
0.0,33.0,364.0,464.0,537.0,432.0
0.0,33.0,364.0,464.0,537.0,432.0
0.0,350.0,363.0,475.0,531.0,482.0
0.0,350.0,363.0,475.0,531.0,482.0
0.0,129.0,347.0,464.0,525.0,508.0
0.0,129.0,347.0,464.0,525.0,508.0
0.0,311.0,363.0,464.0,528.0,494.0
0.0,311.0,363.0,464.0,528.0,494.0
0.0,311.0,363.0,464.0,528.0,494.0
0.0,142.0,361.0,465.0,525.0,529.0
0.0,142.0,361.0,465.0,525.0,529.0
0.0,142.0,361.0,465.0,525.0,529.0
0.0,0.0,362.0,464.0,528.0,331.0
0.0,0.0,362.0,464.0,528.0,331.0
0.0,0.0,362.0,464.0,528.0,331.0
0.0,0.0,345.0,464.0,533.0,400.0
0.0,0.0,345.0,464.0,533.0,400.0
0.0,0.0,345.0,464.0,533.0,400.0
0.0,0.0,345.0,464.0,533.0,400.0
0.0,244.0,347.0,476.0,528.0,453.0
0.0,244.0,347.0,476.0,528.0,453.0
0.0,154.0,347.0,476.0,528.0,453.0
0.0,998.0,2047.0,471.0,533.0,490.0
0.0,998.0,2047.0,471.0,533.0,490.0
0.0,998.0,2047.0,471.0,533.0,490.0
0.0,161.0,368.0,466.0,528.0,502.0
0.0,161.0,368.0,466.0,528.0,505.0
0.0,161.0,368.0,466.0,528.0,505.0
0.0,457.0,361.0,471.0,528.0,363.0
0.0,457.0,361.0,471.0,528.0,363.0
0.0,457.0,361.0,471.0,528.0,363.0
0.0,0.0,368.0,461.0,529.0,346.0
0.0,0.0,368.0,461.0,529.0,346.0
0.0,34.0,350.0,465.0,538.0,367.0
0.0,34.0,350.0,465.0,538.0,367.0
0.0,31.0,364.0,464.0,536.0,437.0
0.0,31.0,364.0,464.0,536.0,437.0
0.0,73.0,350.0,464.0,533.0,461.0
0.0,73.0,350.0,464.0,533.0,461.0
0.0,912.0,351.0,479.0,533.0,473.0
0.0,912.0,351.0,479.0,533.0,473.0
0.0,942.0,367.0,494.0,531.0,493.0
0.0,172.0,349.0,463.0,528.0,526.0
0.0,172.0,349.0,463.0,528.0,526.0
0.0,0.0,345.0,461.0,528.0,381.0
0.0,0.0,345.0,461.0,528.0,381.0
0.0,0.0,345.0,461.0,528.0,381.0
0.0,155.0,347.0,467.0,531.0,428.0
0.0,155.0,347.0,467.0,531.0,428.0
0.0,545.0,358.0,469.0,527.0,479.0
0.0,77.0,345.0,461.0,525.0,509.0
0.0,77.0,345.0,461.0,525.0,509.0
0.0,48.0,357.0,464.0,532.0,374.0
0.0,0.0,357.0,464.0,532.0,374.0
0.0,0.0,368.0,462.0,543.0,400.0
0.0,0.0,368.0,462.0,543.0,400.0
0.0,93.0,363.0,471.0,553.0,464.0
0.0,93.0,363.0,471.0,553.0,464.0
0.0,91.0,346.0,465.0,540.0,487.0
0.0,16.0,362.0,464.0,534.0,369.0
0.0,16.0,362.0,464.0,534.0,369.0
0.0,16.0,362.0,464.0,534.0,369.0
0.0,0.0,362.0,464.0,534.0,369.0
0.0,0.0,347.0,464.0,539.0,410.0
0.0,0.0,347.0,464.0,539.0,410.0
0.0,128.0,339.0,470.0,535.0,496.0
0.0,128.0,339.0,470.0,535.0,496.0
0.0,66.0,347.0,467.0,531.0,505.0
0.0,129.0,363.0,475.0,537.0,378.0
0.0,129.0,363.0,475.0,537.0,378.0
0.0,175.0,346.0,464.0,533.0,387.0
0.0,175.0,346.0,464.0,533.0,387.0
0.0,24.0,362.0,465.0,529.0,409.0
0.0,24.0,362.0,465.0,529.0,409.0
0.0,0.0,336.0,464.0,533.0,295.0
0.0,0.0,336.0,464.0,533.0,295.0
0.0,0.0,336.0,464.0,533.0,295.0
0.0,0.0,362.0,464.0,528.0,319.0
0.0,0.0,341.0,464.0,528.0,319.0
0.0,0.0,341.0,464.0,531.0,350.0
0.0,0.0,341.0,464.0,531.0,350.0
0.0,0.0,359.0,464.0,531.0,404.0
0.0,0.0,359.0,464.0,531.0,404.0
0.0,0.0,364.0,464.0,539.0,420.0
0.0,0.0,364.0,464.0,539.0,420.0
0.0,767.0,366.0,482.0,540.0,439.0
0.0,285.0,349.0,465.0,542.0,439.0
0.0,285.0,349.0,465.0,542.0,471.0
0.0,122.0,343.0,464.0,528.0,482.0
0.0,122.0,343.0,464.0,528.0,482.0
0.0,101.0,360.0,464.0,530.0,511.0
0.0,101.0,360.0,464.0,530.0,511.0
0.0,0.0,362.0,460.0,529.0,365.0
0.0,0.0,362.0,460.0,529.0,365.0
0.0,0.0,361.0,461.0,529.0,365.0
0.0,0.0,361.0,461.0,534.0,365.0
0.0,0.0,361.0,461.0,534.0,388.0
0.0,0.0,361.0,461.0,534.0,388.0
0.0,82.0,365.0,469.0,543.0,455.0
0.0,127.0,365.0,469.0,543.0,455.0
0.0,127.0,343.0,480.0,533.0,491.0
0.0,0.0,343.0,480.0,533.0,491.0
0.0,0.0,368.0,463.0,528.0,400.0
0.0,0.0,368.0,463.0,528.0,400.0
0.0,35.0,365.0,464.0,535.0,435.0
0.0,35.0,365.0,464.0,535.0,435.0
0.0,29.0,348.0,464.0,541.0,482.0
0.0,29.0,348.0,464.0,541.0,482.0
0.0,976.0,343.0,482.0,541.0,496.0
0.0,976.0,343.0,482.0,541.0,496.0
0.0,37.0,362.0,464.0,539.0,544.0
0.0,37.0,362.0,464.0,539.0,544.0
0.0,0.0,359.0,461.0,527.0,544.0
0.0,0.0,359.0,461.0,527.0,416.0
0.0,0.0,359.0,461.0,527.0,416.0
0.0,0.0,359.0,461.0,527.0,416.0
0.0,79.0,343.0,463.0,539.0,416.0
0.0,79.0,343.0,463.0,539.0,465.0
0.0,79.0,343.0,463.0,539.0,465.0
0.0,0.0,343.0,459.0,535.0,495.0
0.0,0.0,343.0,459.0,535.0,495.0
0.0,0.0,365.0,462.0,540.0,432.0
0.0,0.0,365.0,462.0,540.0,432.0
0.0,33.0,365.0,464.0,542.0,467.0
0.0,33.0,365.0,464.0,542.0,467.0
0.0,34.0,346.0,466.0,543.0,490.0
0.0,34.0,346.0,466.0,543.0,490.0
0.0,41.0,361.0,465.0,540.0,490.0
0.0,41.0,361.0,465.0,540.0,498.0
0.0,41.0,361.0,465.0,540.0,498.0
0.0,9.0,356.0,464.0,534.0,504.0
0.0,9.0,356.0,464.0,534.0,504.0
0.0,0.0,365.0,467.0,537.0,385.0
0.0,0.0,365.0,467.0,537.0,385.0
0.0,0.0,365.0,467.0,537.0,385.0
0.0,21.0,361.0,465.0,538.0,418.0
0.0,21.0,361.0,465.0,538.0,418.0
0.0,133.0,359.0,465.0,537.0,463.0
